first_name,last_name,picture,gender,active,microJurisId,2024_municipality,2024_senate_district,2024_representative_district,2024_politician_type,2024_party,2024_ballot,2024_commisions,2024_primary,2024_general,2024_display_name
Nilda D.,González Pantoja,/static/images/profile_images/Nilda_D_Gonzalez_Pantoja_8184.jpg,F,TRUE,,,,,,,,,FALSE,FALSE,
Nilda Doris,Serrano Pérez,,F,TRUE,,,,,,,,,FALSE,FALSE,
Nilda I.,Vázquez Díaz,/static/images/profile_images/Nilda_I_Vazquez_Diaz_8340.jpg,F,TRUE,,,,,,,,,FALSE,FALSE,
Nilda Luz,Cordero Parrilla,/static/images/profile_images/Nilda_Luz_Cordero_Parrilla_6763.jpg,F,TRUE,,,,,,,,,FALSE,FALSE,
Nilka,Rodríguez García,/static/images/profile_images/Nilka_Rodriguez_Garcia_6467.jpg,F,TRUE,,Las Marías,,,alcalde,PD,,,FALSE,FALSE,
Nilsa,Cruz Varela,/static/images/profile_images/Nilsa_Cruz_Varela_4212.jpg,F,TRUE,,,,,,,,,FALSE,FALSE,
Nilsa I,Cintrón Santiago,/static/images/profile_images/Nilsa_I_Cintron_Santiago_7226.jpg,F,TRUE,,,,,,,,,FALSE,FALSE,
Nina,Valedón,/static/images/profile_images/Nina_Dimarie_Valedon_Santiago_3849.jpg,F,TRUE,,,7,,senador,PPD,,,FALSE,TRUE,
Nitza,Suárez Rodríguez,,F,TRUE,,,,,,,,,FALSE,FALSE,
Nitza Magaly,Colón Carrión,,F,TRUE,,,,,,,,,FALSE,FALSE,
Nitza S.,Morán Trinidad,/static/images/profile_images/Nitza_S_Moran_Trinidad_5459.jpg,F,TRUE,841,,1,,senador,PNP,,,FALSE,TRUE,Nitza Morán
Niurka,Del Valle Colón,,F,TRUE,,,,,,,,,FALSE,FALSE,
Nixon,Rosado,,M,FALSE,,Vega Baja,,,alcalde,PNP,,,FALSE,FALSE,
Noel,Berríos Díaz,/static/images/profile_images/Noel_Berrios_Diaz_1360.jpg,M,TRUE,,,2,,senador,PIP,,,FALSE,TRUE,
Noel,Colón García,/static/images/profile_images/Noel_Niudyen_Colon_Garcia_0572.jpg,M,TRUE,,Gurabo,,,alcalde,PPD,,,FALSE,TRUE,
Noel,Prado Márquez,/static/images/profile_images/Noel_Prado_Marquez_1996.jpg,M,TRUE,,Naguabo,,,alcalde,PD,,,FALSE,TRUE,
Noel (Guacho),Pérez Crespo,,M,FALSE,,Aguada,,,alcalde,PNP,,,FALSE,FALSE,
Noelia,Osorio Maldonado,,F,TRUE,,,,,,,,,FALSE,FALSE,
Noelia,Ramos Vázquez,/static/images/profile_images/noelia-ramos-vazquez.jpeg,F,TRUE,,,,9,representante,PPD,,,FALSE,TRUE,
Noemi,Andújar Torres,,F,FALSE,,Cataño,,,alcalde,PPD,,,FALSE,FALSE,
Noemi,Ramos Cruz,/static/images/profile_images/noemi-ramos-cruz.jpeg,F,TRUE,,Peñuelas,,,alcalde,PD,,,FALSE,TRUE,
Noemí,Rodríguez Reyes,/static/images/profile_images/Noemi_Rodriguez_Reyes_1372.jpg,F,TRUE,,,,,,,,,FALSE,FALSE,
Nomar,López Sánchez,/static/images/profile_images/nomar-lopez-sanchez.jpeg,M,TRUE,,Río Grande,,,alcalde,MVC,,,FALSE,TRUE,Nomar López
Noralis,Lamboy López,,F,TRUE,,,,,,,,,FALSE,FALSE,
Norberto (Nini),Torres Serrano,/static/images/profile_images/Norberto_Torres_Serrano_5669.jpg,M,TRUE,,Cataño,,,alcalde,PPD,,,FALSE,TRUE,
Norka I.,Hernández Quirindongo,/static/images/profile_images/Norka_I_Hernandez_Quirindongo_3396.jpg,F,TRUE,,,,,,,,,FALSE,FALSE,
Norma,Casanova Delgado,,F,TRUE,,,,,,,,,FALSE,FALSE,
Norma,Matos Pérez,/static/images/profile_images/Norma_Matos_Perez_7941.jpg,F,TRUE,,,,,,,,,FALSE,FALSE,
Norma,Pérez Colón,,F,TRUE,,,,,,,,,FALSE,FALSE,
Norma Iris,Serrano Serrano,,F,TRUE,,,,,,,,,FALSE,FALSE,
Nur,Vales Torres,,F,FALSE,,Hatillo,,,alcalde,PPD,,,FALSE,FALSE,
Nuria Milagros,Gómez Machin,,F,TRUE,,,,,,,,,FALSE,FALSE,
Nydia,Meléndez Maldonado,/static/images/profile_images/Nydia_Melendez_Maldonado_1162.jpg,F,TRUE,,,,,,,,,FALSE,FALSE,
Nydia María,Vega Cintrón,,F,TRUE,,,,,,,,,FALSE,FALSE,
Obed David,Cintrón González,/static/images/profile_images/Obed_David_Cintron_Gonzalez_9506.jpg,M,TRUE,,Adjuntas,,,alcalde,PNP,,,FALSE,TRUE,
O'Brain,Vázquez Molina,/static/images/profile_images/O`_Brain_Vazquez_Molina_4757.jpg,M,TRUE,,Guayama,,,alcalde,PPD,,,FALSE,TRUE,
Odalys,González González,/static/images/profile_images/Odalys_Gonzalez_Gonzalez_1682.jpg,F,TRUE,,,,18,representante,PNP,,,FALSE,TRUE,
Ojel Humberto,Ortíz Maldonado,,M,TRUE,,,,,,,,,FALSE,FALSE,
Olga,Grajales Meléndez,/static/images/profile_images/Olga_Grajales_Melendez_0390.jpg,F,TRUE,,,,,,,,,FALSE,FALSE,
Olga,Vélez Rivera,/static/images/profile_images/Olga_Iris_Velez_Rivera_1048.jpg,F,TRUE,,,,,,,,,FALSE,FALSE,
Olga I.,López Hernández,/static/images/profile_images/Olga_I_Lopez_Hernandez_0475.jpg,F,TRUE,,,,,,,,,FALSE,FALSE,
Olvin,Santiago,/static/images/profile_images/Olvin_Alfredo_Santiago_Diaz_3833.jpg,M,TRUE,,Morovis,,,alcalde,PNP,,,FALSE,TRUE,
Omar Domingo,Falcón Velázquez,/static/images/profile_images/Omar_Domingo_Falcon_Velazquez_6512.jpg,M,TRUE,,Aguas Buenas,,,alcalde,PIP,,,FALSE,TRUE,Omar (Akiles) Falcón Velázquez
Omar Luis,Benvenutti Gómez,,M,TRUE,,,,,,,,,FALSE,FALSE,
Omayra,Martínez,/static/images/profile_images/Omayra_Milagros_Martinez_Vazquez_5525.jpg,F,TRUE,,,,21,representante,PNP,,,FALSE,TRUE,
Onel,Febo Rivera,,M,TRUE,,,,,,,,,FALSE,FALSE,
Oriana,Gerardo Torres,,F,TRUE,,,,,,,,,FALSE,FALSE,
Orlando,Aponte Rosario,/static/images/profile_images/Orlando_Jose_Aponte_Rosario_4745.jpg,M,TRUE,891,,,,,,,,FALSE,FALSE,
Orlando,Candelaria Torres,/static/images/profile_images/Orlando_Candelaria_Torres_0927.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Orlando,López Belmonte,,M,TRUE,,,,,,,,,FALSE,FALSE,
Orlando,Morales Feliciano,,M,TRUE,,,,,,,,,FALSE,FALSE,
Orlando,Olmo Martínez,/static/images/profile_images/Orlando_Olmo_Martinez_9286.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Orlando,Ortíz Chevres,/static/images/profile_images/Orlando_Ortiz_Chevres_3264.jpg,M,TRUE,,Naranjito,,,alcalde,PNP,,,FALSE,TRUE,
Orlando,Ruíz Pesante,/static/images/profile_images/Orlando_Ruiz_Pesante_0802.jpg,M,TRUE,,Mayagüez,,,alcalde,PIP,,,FALSE,TRUE,
Orlando J.,Colón Soto,/static/images/profile_images/Orlando_Jose_Colon_Soto_1480.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Orlando (Orly),Cortés Mejías,,M,FALSE,,,,16,representante,PPD,,,FALSE,FALSE,
Oscar (Can),Santiago Martínez,,M,FALSE,,,,11,representante,PPD,,,FALSE,FALSE,
Oscar Junior,Cruz Rodríguez,,M,TRUE,,,,,,,,,FALSE,FALSE,
Oscar L.,Orengo Torres,,M,TRUE,,,,,,,,,FALSE,FALSE,
Osvaldo,Viera Cruz,/static/images/profile_images/Osvaldo_Viera_Cruz_0919.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Oswaldo,Mercado Ortíz,/static/images/profile_images/Osvaldo_Mercado_Ortiz_5066.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Otilia,Acosta Acosta,,F,TRUE,,,,,,,,,FALSE,FALSE,
Ovidio,Quiñones Torres,,M,FALSE,,Peñuelas,,,alcalde,PPD,,,FALSE,FALSE,
Pablo,Colón Santiago,/static/images/profile_images/Pablo_Colon_Santiago_6038.jpg,M,TRUE,,Ponce,,,alcalde,PNP,,,FALSE,TRUE,
Pablo,Ramos Rivera,static/images/profile_images/pablo-ramos-rivera.jpeg,M,TRUE,,Río Grande,,,alcalde,PNP,,,FALSE,TRUE,
Pablo,Rivera Reyes,/static/images/profile_images/Pablo_Rivera_Reyes_8681.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Pablo,Rodríguez Marrero,/static/images/profile_images/Pablo_Rodriguez_Marrero_5129.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Pablo D.,Ortíz Feliciano,/static/images/profile_images/Pablo_D_Ortiz_Feliciano_3032.jpg,M,TRUE,,Barranquitas,,,alcalde,PPD,,,FALSE,TRUE,
Pablo Daniel,Martínez Pérez,/static/images/profile_images/Pablo_Daniel_Martinez_Perez_1538.jpg,M,TRUE,,Las Piedras,,,alcalde,PIP,,,FALSE,TRUE,
Pablo José,Hernández Rivera,/static/images/profile_images/Pablo_Jose_Hernandez_Rivera_1441.jpg,M,TRUE,,,,,comisionado,PPD,,,FALSE,TRUE,
Pamela D.,González Robinson,static/images/profile_images/pamela-d.-gonzalez-robinson.jpeg,F,TRUE,,Vieques,,,alcalde,MVC,,,FALSE,TRUE,
Paul,Nieves Cintrón,,M,FALSE,,Toa Alta,,,alcalde,PNP,,,FALSE,FALSE,
Paul Arthur,Lippert Figueroa,/static/images/profile_images/Paul_Arthur_Lippert_6300.jpg,M,TRUE,,,,1,representante,PIP,,,FALSE,FALSE,
Paulina,Delerme Bonano,/static/images/profile_images/Paulina_Delerme_Bonano_0719.jpg,F,TRUE,,,,,,,,,FALSE,FALSE,
Pedro,Cardona Roig,/static/images/profile_images/Pedro_Cardona_Roig_3751.jpg,M,TRUE,,,,1,representante,MVC,,,FALSE,TRUE,Pedro Cardona Roig (El Urbanista)
Pedro,Enriquez,,M,FALSE,,,,19,representante,PNP,,,FALSE,FALSE,
Pedro,Lebrón Santiago,/static/images/profile_images/Pedro_Lebron_Santiago_1719.jpg,M,TRUE,,,,16,representante,PD,,,FALSE,TRUE,Pedro (Ángel) Lebrón
Pedro,Morales Riollano,/static/images/profile_images/Pedro_Morales_Riollano_1174.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Pedro A.,García Morales,/static/images/profile_images/Pedro_A_Garcia_Morales_4630.jpg,M,TRUE,,Cabo Rojo,,,alcalde,PD,,,FALSE,TRUE,
Pedro Alfonso,Rodríguez González,/static/images/profile_images/pedro-alfonso-rodriguez-gonzalez.jpeg,M,TRUE,,Trujillo Alto,,,alcalde,PPD,,,FALSE,TRUE,Pedro (Pedrito) Rodríguez González
Pedro Iván,Parrilla Rodríguez,/static/images/profile_images/Pedro_Ivan_Parrilla_Rodriguez_6560.jpg,M,TRUE,,Las Marías,,,alcalde,PIP,,,FALSE,TRUE,
Pedro J.,Irene Maymi,/static/images/profile_images/Pedro_J_Irene_Maymi_4506.jpg,M,TRUE,,Toa Baja,,,alcalde,PPD,,,FALSE,TRUE,
Pedro J.,Sánchez Rivera,,M,TRUE,,,,,,,,,FALSE,FALSE,
Pedro José,Rodríguez Núñez,/static/images/profile_images/Pedro_Jose_Rodriguez_Nuñez_2719.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Pedro J. (Pellé),Santiago Guzmán,/static/images/profile_images/Pedro_J_Santiago_Guzman_2117.jpg,M,TRUE,,,,10,representante,PNP,,,FALSE,TRUE,
Pedro Juan,García Figueroa,/static/images/profile_images/Pedro_Juan_Garcia_Figueroa_1872.jpg,M,TRUE,,Hormigueros,,,alcalde,PPD,,,FALSE,TRUE,Pedro García
Pedro Juan,Méndez Acosta,/static/images/profile_images/Pedro_Juan_Mendez_Acosta_0675.jpg,M,TRUE,,,,16,representante,PIP,,,FALSE,FALSE,
Pedro Juan,Rodríguez Casillas,,M,TRUE,,,,,,,,,FALSE,FALSE,
Pedro Julio,Solis Navarro,/static/images/profile_images/Pedro_Julio_Solis_Navarro_5989.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Pedro L.,López Ruíz,/static/images/profile_images/Pedro_L_Ruiz_Soto_3981.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Pedro O.,Martir Guevara,,M,TRUE,,,,,,,,,FALSE,FALSE,
Pedro R.,Pierluisi Urrutia,/static/images/profile_images/Pedro_Rafael_Pierluisi_Urrutia_6333.jpg,M,FALSE,,,,,gobernador,PNP,,,FALSE,FALSE,
Pura,Vincenty Pagán,/static/images/profile_images/Pura_Vincenty_Pagan_7467.jpg,F,TRUE,,,,,,,,,FALSE,FALSE,
Radai David,García Venegas,,M,FALSE,,Quebradillas,,,alcalde,PPD,,,FALSE,FALSE,
Radamés,Martínez Barbosa,/static/images/profile_images/Radames_Martinez_Barbosa_1235.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Radamés,Medina Concepción,,M,TRUE,,,,,,,,,FALSE,FALSE,
Radziel J.,Alicea Castillo,/static/images/profile_images/radziel-j.-alicea-castillo.jpeg,M,TRUE,,Canóvanas,,,alcalde,PPD,,,FALSE,TRUE,
Rafael,Bernabe Riefkohl,,M,TRUE,856,,ACUMULACION,,senador,MVC,,,FALSE,FALSE,
Rafael,Figueroa Cartagena,/static/images/profile_images/Rafael_Figueroa_Cartagena_5023.jpg,M,TRUE,,Río Grande,,,alcalde,PIP,,,FALSE,TRUE,
Rafael,González Pratts,/static/images/profile_images/Rafael_Gonzalez_2126.jpg,M,TRUE,,Ponce,,,alcalde,PD,,,FALSE,TRUE,
Rafael,Malavé Ramos,,M,TRUE,,,,,,,,,FALSE,FALSE,
Rafael,Medina López,/static/images/profile_images/Rafael_Medina_Lopez_7557.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Rafael,Rivera Rivera,/static/images/profile_images/Rafael_Rivera_Rivera_3164.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Rafael,Santiago Quiñones,,M,TRUE,,,,,,,,,FALSE,FALSE,
Rafael A.,Diez De Andino Rivera,/static/images/profile_images/Rafael_A_Diez_De_Andino_Rivera_7212.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Rafael A.,García Acosta,/static/images/profile_images/Rafael_A_Garcia_Acosta_8052.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Rafael Ángel,Juarbe Pagán,/static/images/profile_images/Rafael_Angel_Juarbe_Pagan_9667.jpg,M,TRUE,,Utuado,,,alcalde,PPD,,,FALSE,TRUE,
Rafael Antonio,Munet Maldonado,,M,TRUE,,,,,,,,,FALSE,FALSE,
Rafael (Billy),Burgos Santiago,/static/images/profile_images/Rafael_Jose_Burgos_Santiago_3888.jpg,M,TRUE,,Santa Isabel,,,alcalde,PPD,,,FALSE,TRUE,
Rafael E,Martínez Santos,,M,TRUE,,,,,,,,,FALSE,FALSE,
Rafael (Rafy),Nazario Nazario,,M,FALSE,,,,21,representante,PPD,,,FALSE,FALSE,
Rafael (Rafy),Pérez Manzano,,M,FALSE,,,,19,representante,PNP,,,FALSE,FALSE,
Rafael (Rafy),Santos Ortíz,/static/images/profile_images/Rafael_Santos_Ortiz_7218.jpg,M,TRUE,,,6,,senador,PNP,,,FALSE,TRUE,
Rafael (Rafy),Surillo Ruíz,/static/images/profile_images/Rafael_Surillo_Ruiz_5172.jpg,M,TRUE,,Yabucoa,,,alcalde,PPD,,,FALSE,TRUE,Rafael Surillo Ruiz
Rafael (Tatito),Hernández Montañez,/static/images/profile_images/Rafael_Hernandez_Montañez_9231.jpg,M,TRUE,876,Dorado,,,alcalde,PPD,,,FALSE,FALSE,
Rafiel J.,González Rodríguez,,M,FALSE,,Naguabo,,,alcalde,PNP,,,FALSE,FALSE,
Ramfis,Soto Westerband,/static/images/profile_images/Ramfis_Soto_Westerband_6571.jpg,M,TRUE,,Patillas,,,alcalde,PIP,,,FALSE,TRUE,
Ramón,Ávila Rodríguez,,M,TRUE,,,,,,,,,FALSE,FALSE,
Ramón,Burgos Bermúdez,,M,FALSE,,,,24,representante,PNP,,,FALSE,FALSE,
Ramón,Cruz Martínez,/static/images/profile_images/Ramon_Cruz_Martinez_9339.jpg,M,TRUE,,Utuado,,,alcalde,PIP,,,FALSE,TRUE,
Ramón,Félix Barreto,,F,TRUE,,,,,,,,,FALSE,FALSE,
Ramón,Hernández Morales,,M,TRUE,,,,,,,,,FALSE,FALSE,
Ramón,Hernández Torres,/static/images/profile_images/Ramon_Hernandez_Torres_3060.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Ramón,Hernández Torres,/static/images/profile_images/Ramon_Hernandez_Torres_3060.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Ramón,Meléndez Negrón,,M,TRUE,,,,,,,,,FALSE,FALSE,
Ramón,Monche Colón,,M,TRUE,,,,,,,,,FALSE,FALSE,
Ramón,Rodríguez Ramos,static/images/profile_images/ramon-rodriguez-ramos.jpeg,M,TRUE,,,5,,senador,MVC,,,FALSE,TRUE,
Ramón,Torres,/static/images/profile_images/Ramon_Antonio_Torres_Cruz_9750.jpg,M,TRUE,,,,ACUMULACION,representante,PPD,,,FALSE,TRUE,
Ramón A.,,,M,FALSE,,,,21,representante,PPD,,,FALSE,FALSE,
Ramón Antonio,Borrero Mc Cormick,,M,TRUE,,,,,,,,,FALSE,FALSE,
Ramón Antonio,Román Márquez,/static/images/profile_images/Ramon_Antonio_Roman_Marquez_2292.jpg,M,TRUE,,,,17,representante,PD,,,FALSE,TRUE,
Ramón Antonio,Vega Santiago,/static/images/profile_images/Ramon_A_Vegas_Santiago_6795.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Ramón Luis,Cruz Burgos,/static/images/profile_images/ramon-luis-cruz-burgos.jpeg,M,TRUE,899,,,34,representante,PPD,,,FALSE,TRUE,
Ramón Luis,De Jesús Velázquez,,M,TRUE,,,,,,,,,FALSE,FALSE,
Ramón Luis,Hernández Espino,/static/images/profile_images/Ramon_Luis_Hernandez_Espino_8994.jpg,M,TRUE,,,3,,senador,PPD,,,FALSE,TRUE,
Ramón Luis,Rivera Cruz,/static/images/profile_images/Ramon_Luis_Rivera_Cruz_4957.jpg,M,TRUE,,Bayamón,,,alcalde,PNP,,,FALSE,TRUE,
Ramón (Ramoncito),Ruíz Nieves,/static/images/profile_images/ramon-(ramoncito)-ruiz-nieves.jpeg,M,TRUE,863,,5,,senador,PPD,,,FALSE,TRUE,
Ramón S.,Concepción Rivera,/static/images/profile_images/Ramon_S_Concepcion_Rivera_8413.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Ramón (Tony),Luna,,M,FALSE,,Santa Isabel,,,alcalde,PNP,,,FALSE,FALSE,
Ramses,Aranda Rodríguez,,M,FALSE,,,,24,representante,PNP,,,FALSE,FALSE,
Ramses,Ocasio Jiménez,/static/images/profile_images/Ramses_Ocasio_Jimenez_3015.jpg,M,TRUE,,Quebradillas,,,alcalde,MVC,,,FALSE,TRUE,
Ramses (Chay),Martir Emmanuelli,/static/images/profile_images/Ramses_Daniel_Martir_Emmanuelli_3036.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Randy,Reyes Pimentel,/static/images/profile_images/Randy_Reyes_Pimentel_3682.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Ranffy,Rivera Lebrón,/static/images/profile_images/Ranffy_Rivera_Lebron_2912.jpg,M,TRUE,,Guayama,,,alcalde,PIP,,,FALSE,TRUE,
Raquel,Martínez Carrillo,,F,TRUE,,,,,,,,,FALSE,FALSE,
Raquel,Rodríguez Gauthier,/static/images/profile_images/Raquel_Rodriguez_Gauthier_6606.jpg,F,TRUE,,,2,,senador,PPD,,,TRUE,TRUE,Raquel Gauthier
Raquel I.,Rodríguez Rivera,,M,TRUE,,,,,,,,,FALSE,FALSE,
Raúl,Feliciano Muñoz,,M,TRUE,,,,,,,,,FALSE,FALSE,
Raúl,Ferrer Aguilar,,M,FALSE,,,,14,representante,PPD,,,FALSE,FALSE,
Raúl,Figueroa Berríos,/static/images/profile_images/Raul_Figueroa_Berrios_2509.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Raúl,López Vergé,/static/images/profile_images/Raul_Lopez_Verge_3849.jpg,M,TRUE,,,4,,senador,PD,,,FALSE,TRUE,
Raúl,Rivera Rodríguez,/static/images/profile_images/Raul_Rivera_Rodriguez_5718.jpg,M,TRUE,,Guayanilla,,,alcalde,PNP,,,FALSE,TRUE,
Raúl,Tirado Menéndez,/static/images/profile_images/Raul_Tirado_Menendez_5242.jpg,M,TRUE,,,,31,representante,PIP,,,FALSE,TRUE,Raúl Tirado (Hijo)
Raúl Edgardo,Nogueras Terron,,M,TRUE,,,,,,,,,FALSE,FALSE,
Raúl Ramón,Morales Santiago,/static/images/profile_images/Raul_Morales_Santiago_8237.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Rebeca,Clemente Sabalier,,F,TRUE,,,,,,,,,FALSE,FALSE,
Rebecca I.,Cotto Morales,/static/images/profile_images/Rebecca_I_Cotto_Morales_7978.jpg,F,TRUE,,,,29,representante,MVC,,,FALSE,TRUE,
Reginald,Carrasquillo Maisonet,/static/images/profile_images/Reginald_Carrasquillo_Maisonet_9361.jpg,M,TRUE,,,,37,representante,PIP,,,FALSE,TRUE,Reginald Michael Carrasquillo Maisonet
Reginald L.,Smith Pizarro,/static/images/profile_images/Reginald_Leonar_Smith_9068.jpg,M,TRUE,,Canóvanas,,,alcalde,MVC,,,FALSE,TRUE,Reginald (Reggie) Smith Pizarro
Reina Ivette De Jesús,De Jesús,,F,TRUE,,,,,,,,,FALSE,FALSE,
Reinaldo,Gutiérrez Rivera,,M,TRUE,,,,,,,,,FALSE,FALSE,
Reinaldo,Rivera Ortíz,/static/images/profile_images/Reinaldo_Rivera_Ortiz_4199.jpg,M,TRUE,,Patillas,,,alcalde,PPD,,,FALSE,TRUE,
Reinaldo,Rosado Silva,,M,TRUE,,,,19,representante,MVC,,,FALSE,FALSE,
Reinaldo (Rey),Figueroa Acevedo,/static/images/profile_images/Reinaldo_Figueroa_Acevedo_9628.jpg,M,TRUE,,,,16,representante,PPD,,,FALSE,TRUE,Reinaldo (Rey) Figueroa
Rene,Quiñones Peña,/static/images/profile_images/Rene_Quiñones_Peña_6850.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
René,Marrero Rosado,,M,FALSE,,Mayagüez,,,alcalde,PPD,,,FALSE,FALSE,
René,Román Iglesias,/static/images/profile_images/Rene_Roman_Iglesias_3188.jpg,M,TRUE,,Quebradillas,,,alcalde,PIP,,,FALSE,TRUE,
Reynaldo Carlos,Correa Morales,,M,TRUE,,,,,,,,,FALSE,FALSE,
Ricardo,Díaz Maldonado,/static/images/profile_images/Ricardo_Diaz_Maldonado_9164.jpg,M,TRUE,,,,35,representante,PIP,,,FALSE,TRUE,
Ricardo,Donatiu Berríos,/static/images/profile_images/Ricardo_Donatiu_Berrios_2065.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Ricardo,Figueroa Pérez,/static/images/profile_images/Ricardo_Figueroa_Perez_1555.jpg,M,TRUE,,Jayuya,,,alcalde,PNP,,,FALSE,TRUE,Ricardo (Ricky) Figueroa
Ricardo,Irizarry Vázquez,/static/images/profile_images/Ricardo_Irizarry_Vazquez_2948.jpg,M,TRUE,,Peñuelas,,,alcalde,INDT,,,FALSE,TRUE,Ricardo (Palole) Irizarry Vázquez
Ricardo,Mauroza Bonilla,/static/images/profile_images/Ricardo_Maurosa_Bonilla_0291.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Ricardo,Ramírez Acosta,,M,TRUE,,,,,,,,,FALSE,FALSE,
Ricardo,Rodríguez Quiles,/static/images/profile_images/Ricardo_Rodriguez_Quiles_1898.jpg,M,TRUE,,,,5,representante,PD,,,FALSE,TRUE,
Ricardo,Ruíz Rivera,/static/images/profile_images/Ricardo_Ruiz_Rivera_9674.jpg,M,TRUE,,,,36,representante,PD,,,FALSE,TRUE,
Ricardo Rafael,Quiles González,/static/images/profile_images/Ricardo_Rafael_Quiles_Gonzalez_7512.jpg,M,TRUE,,Juncos,,,alcalde,PIP,,,FALSE,TRUE,Ricardo R. Quiles González
Ricardo Rey,Ocasio Ramos,/static/images/profile_images/Ricardo_Rey_Ocasio_Ramos_3483.jpg,M,TRUE,,,,2,representante,PNP,,,FALSE,TRUE,Ricardo Chino Rey Ocasio Ramos
Ricardo Yamil,Rivera Vega,/static/images/profile_images/Ricardo_Yamil_Rivera_Vega_3216.jpg,M,TRUE,,Cataño,,,alcalde,PD,,,FALSE,TRUE,
Roberto,Colón Baerga,/static/images/profile_images/Roberto_Colon_Baerga_1376.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Roberto,Figueroa Acosta,/static/images/profile_images/Roberto_Figueroa_Acosta_7138.jpg,M,TRUE,,,,38,representante,PIP,,,FALSE,TRUE,
Roberto,Franqui Palermo,,M,TRUE,,,,,,,,,FALSE,FALSE,
Roberto,Jusino Serrano,/static/images/profile_images/Roberto_Jusino_Serrano_5540.jpg,M,TRUE,,Toa Baja,,,alcalde,PIP,,,FALSE,FALSE,
Roberto,Lefranc Fortuño,,M,FALSE,,,,ACUMULACION,representante,PNP,,,FALSE,FALSE,
Roberto,López,/static/images/profile_images/Roberto_Jesus_Lopez_Roman_5936.jpg,M,TRUE,,Caguas,,,alcalde,PNP,,,FALSE,TRUE,
Roberto,Quiñones Rivera,,M,TRUE,,,,,,,,,FALSE,FALSE,
Roberto,Rivera Ruíz de Porras,/static/images/profile_images/Roberto_Rivera_Ruiz_De_Porras_2820.jpg,M,TRUE,904,,,39,representante,PPD,,,FALSE,TRUE,Roberto Rivera 
Roberto,Rodríguez Ramos,/static/images/profile_images/Roberto_Rodriguez_Ramos_3070.jpg,M,TRUE,,Dorado,,,alcalde,PIP,,,FALSE,FALSE,
Roberto,Santiago Acevedo,/static/images/profile_images/Roberto_Santiago_Acevedo_0734.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Roberto,Velázquez Nieves,,M,TRUE,,,,,,,,,FALSE,FALSE,
Roberto (Bobby),Ramírez Kurtz,/static/images/profile_images/Roberto_Jose_Ramirez_Kurtz_9221.jpg,M,TRUE,,Cabo Rojo,,,alcalde,PPD,,,FALSE,TRUE,
Roberto (Cuqui),Albandoz Calzada,,M,TRUE,,,,,,,,,FALSE,FALSE,
Roberto Jr.,Feliciano Lorenzo,,M,TRUE,,,,,,,,,FALSE,FALSE,
Roberto Karlo,Velázquez Correa,/static/images/profile_images/Roberto_Karlo_Velazquez_Correa_2365.jpg,M,TRUE,,,,,comisionado,PIP,,,FALSE,TRUE,
Roberto L.,Díaz Díaz,,M,TRUE,,,,,,,,,FALSE,FALSE,
Robin,Rivera Nazario,,M,TRUE,,,,,,,,,FALSE,FALSE,
Rodolfo,Martínez Velázquez,/static/images/profile_images/Rodolfo_Martinez_Velazquez_3856.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Rolando,Aquino Carrero,/static/images/profile_images/rolando-aquino-carrero.jpeg,M,TRUE,,Rincón,,,alcalde,MVC,,,FALSE,TRUE,
Rolando,Ortíz Velázquez,/static/images/profile_images/rolando-ortiz-velazquez.jpeg,M,TRUE,,Cayey,,,alcalde,PPD,,,FALSE,TRUE,Rolando Ortiz
Rolando,Rivera Garratón,/static/images/profile_images/Rolando_Rivera_Garraton_0416.jpg,M,TRUE,,Vega Baja,,,alcalde,PIP,,,FALSE,TRUE,
