2024_display_name,party,municipality
Hermeregildo Pérez Velázquez,PNP,Moca
Ana E. Pérez Barreto,PPD,Moca
Jeannette Ortiz Vives,PPD,Moca
Zoraida Hernández Pérez,PPD,Moca
Amirelis Barreto Barreto,PPD,Moca
Héctor M. Ibañez (Mol),PPD,Moca
Zoraida Meléndez Acevedo,PPD,Moca
Sujeily Barreto Barreto,PPD,Moca
Rubén Edwin Muñoz,PPD,Moca
Luis Sánchez Martínez,PPD,Moca
Miguel Ángel Pérez Rodríguez,PPD,Moca
José Manuel González Méndez,PPD,Moca
Ángel L. Ortiz Hernández,MVC,Moca
Gladys González Colón,PIP,Moca
Luis Méndez Acevedo,PIP,Moca
Manuel De Jesús Hernández Soto,PIP,Moca
Lemuel Omar Soto Cruz,PIP,Moca
Noel Jesús Acevedo Hernández,PIP,Moca
Hazel Lorraine Hernández Hernández,PIP,Moca
Rafael Morales Acevedo,PIP,Moca
Rafael Pérez Bosques,PIP,Moca
Francisco J. Aponte Sánchez,PIP,Moca
Efraín Junior Cortés,PIP,Moca
José Ariel Hernández Pérez,PIP,Moca
Abiezer (Kendar) González Bermúdez,PD,Moca
Gil A. Bermúdez González,PD,Moca
Braulio Méndez González,PD,Moca
Rubén Rosa Crespo,PD,Moca
José Santiago González,PD,Moca
Celinés Valle González,PD,Moca
Dinorah Arce Hernández,PD,Moca
Saudyal Acevedo Calvente,PD,Moca
Ramón Luis Ortiz Marrero (Wico),PNP,Morovis
Mark William Padilla Rivas (Maiky),PNP,Morovis
María Del Carmen Pagán Rosario,PNP,Morovis
Juan Pablo Martínez Pagán,PNP,Morovis
Wildaliz Chéverez Ocasio,PNP,Morovis
Vilmarie Collazo Pagán,PNP,Morovis
Aneudy Rivera Albaladejo,PNP,Morovis
Manuel A. Guzmán,PNP,Morovis
Héctor Luis Nieves Alvarado (Luigie),PNP,Morovis
Daiane Vega González,PNP,Morovis
Damaira Judinana Rodríguez Rodríguez,PNP,Morovis
Harry Torres Colón,PPD,Morovis
Herminio (Jimmy) Soto,PPD,Morovis
Mayda Ortega Declet,PPD,Morovis
Ana L. Otero Negrón,PPD,Morovis
Lubriel Vega Collazo,PPD,Morovis
Marta E. Aponte Torres,PPD,Morovis
Carlos Andrés Burgos Jiménez,PPD,Morovis
Jaime Yaffete Maldonado Claudio,PPD,Morovis
Awilda Rivera Nater,PPD,Morovis
Nancy Fontán González,PPD,Morovis
Idalia González Maldonado,PPD,Morovis
Adriana Verónica Amaya Resto,MVC,Morovis
Oscar L. Fontán La Fontaine,PIP,Morovis
María Socorro Cruz Rosario,PIP,Morovis
Ángel E. Torres Otero,PIP,Morovis
Milagros Vélez Ramos,PIP,Morovis
José A. Fuentes Rivera,PIP,Morovis
Yolanda Ivonne Berríos,PIP,Morovis
Oscar Luis Fontán Vélez,PIP,Morovis
Iris I. Torres Otero,PIP,Morovis
Manuel Antonio Fontán Vélez,PIP,Morovis
Diana Miliany Otero Vélez,PIP,Morovis
Xaimara Ramos Rodrígue,PIP,Morovis
Noelia Osorio Maldonado,PNP,Naguabo
Melvin Reyes Figueroa,PNP,Naguabo
Aracelis González Rivera,PNP,Naguabo
Gilberto Hernández Huertas,PNP,Naguabo
Valentina Marie Cruz Pérez,PNP,Naguabo
José Efraín Pérez Díaz,PNP,Naguabo
Luis Antonio Velázquez,PNP,Naguabo
Amarilys Pérez Díaz,PNP,Naguabo
Yarizada Cabrera Ortiz,PNP,Naguabo
José Luis Santiago Ortiz,PNP,Naguabo
Wilfredo García Díaz,PNP,Naguabo
Oscar Junior Cruz Rodríguez,PPD,Naguabo
Lisnette Burgos Santiago,PPD,Naguabo
Néstor R. Méndez Torres,PPD,Naguabo
Héctor Ismael Dávila Rodríguez,PPD,Naguabo
José Antonio Montañez Rodríguez,PPD,Naguabo
Edgardo Burgos Rivera,PPD,Naguabo
Eric César Benítez Velázquez,PPD,Naguabo
Betty Rosario García,PPD,Naguabo
Merlyn García Ramos,PPD,Naguabo
Myrna Maldonado Delgado,PPD,Naguabo
Luis Ángel Delgado Pérez,PPD,Naguabo
Jeremy Rivera Torres,PIP,Naguabo
Julio Oscar Cordero Sepúlveda,PIP,Naguabo
Giovanni Montañez Quiñones,PIP,Naguabo
Francisco José Meléndez Quiñones,PIP,Naguabo
Emmanuel Saint Kitts Suárez,PIP,Naguabo
Mariana Del Pilar Quiñones Fuentes,PIP,Naguabo
Mariana Del Pilar Montañez Quiñones,PIP,Naguabo
Reymundo Torres De Jesús,PD,Naguabo
Wilda Padro Laureano,PD,Naguabo
Jonathan Gómez Morales,PD,Naguabo
Yaritza Ventura Arroyo,PD,Naguabo
Ángel Luis Marín Marín,PD,Naguabo
Cely Ann Rosario Delgado,PD,Naguabo
Eliud Martínez,PD,Naguabo
María De L. Astacio Lozano,PD,Naguabo
Claritza Molina Delgado,PD,Naguabo
Sergia Stephani Román Jaquez,PD,Naguabo
Ángel J. Pacheco Santiago,PNP,Naranjito
Lilibell Olivo Rivera,PNP,Naranjito
Román Rivera Alejandro,PNP,Naranjito
Ángel M. Marrero Calderón,PNP,Naranjito
Francisco Santiago Pérez,PNP,Naranjito
Danny Figueroa Ibarry,PNP,Naranjito
Blanca Iris Pérez Rosado,PNP,Naranjito
José A. López Agosto,PNP,Naranjito
Yan Rodríguez Santiago,PNP,Naranjito
Carmen M. Ríos Centeno,PNP,Naranjito
Kariema Rodríguez Díaz,PNP,Naranjito
Karla Michelle Lozano Rosado,PPD,Naranjito
Oscar Rivera Rivera,PPD,Naranjito
Naitza Alicea Gracia,PPD,Naranjito
Wilmarie Ann Serrano Rodríguez,PPD,Naranjito
Gildalis Ríos Fuentes,PPD,Naranjito
Carlos Figueroa Nieves,PPD,Naranjito
Ismael Rodríguez Acevedo,PPD,Naranjito
Johanna Figueroa Nieves,PPD,Naranjito
Marisol Colón Rivera,PPD,Naranjito
Eliott Fuentes Morales,PPD,Naranjito
Víctor Pérez Figueroa,PPD,Naranjito
Abner Rubén Morales Morales,PIP,Naranjito
Jennifer Daliz Correa Fuentes,PIP,Naranjito
William Correa Rivera,PIP,Naranjito
Ángel Luis Negrón Padilla,PIP,Naranjito
Xiomara Piñero Negrón,PIP,Naranjito
Wilfredo García Cordero,PIP,Naranjito
Keyla Liz Hernández Rodríguez,PIP,Naranjito
Norberto Morales Rivera,PIP,Naranjito
Keishely Dayyan Pagán Piñeiro,PIP,Naranjito
José William Correa Fuentes,PIP,Naranjito
José Fermín Morales Rivera,PIP,Naranjito
Antonio G. Meléndez Vargas,PNP,Orocovis
Yedimar Meléndez Ortiz,PNP,Orocovis
Shayra Rosario Rodríguez,PNP,Orocovis
Cristian G. Maldonado González,PNP,Orocovis
Walberto Camacho Colón,PNP,Orocovis
Rubén N. Ortiz Ortiz,PNP,Orocovis
Alberto Hernández Rojas,PNP,Orocovis
Ojel Humberto Ortiz Maldonado,PNP,Orocovis
Kin Joan López Meléndez,PNP,Orocovis
Kate Marie Colón Serrano,PNP,Orocovis
Elvis Núñez Rivera,PNP,Orocovis
Sendic O. Torres Melendez,PPD,Orocovis
Neftalí Burgos Pérez,PPD,Orocovis
Angelys Rivera Pagán,PPD,Orocovis
Ángel Luis Burgos Castro,PPD,Orocovis
José A. Rivas Guevárez,PPD,Orocovis
Amarilis Del C. Rivera Paz,PPD,Orocovis
Carmelo Colón Meléndez,PPD,Orocovis
Wilson Rivera Osorio,PPD,Orocovis
Glenda Enid Torres Hernández,PPD,Orocovis
Dalma Cartagena Colón,MVC,Orocovis
Héctor Luis Ortiz Colón,PIP,Orocovis
Ramón Burgos Rodríguez,PIP,Orocovis
Federico Torres Suárez,PIP,Orocovis
Carlos Gabriel Rodríguez López,PIP,Orocovis
Marcelino Rodríguez Vázquez,PIP,Orocovis
Héctor L. Berríos Torres,PIP,Orocovis
Xavier Santiago Rosa,PIP,Orocovis
Stephanie Marie Ortiz Lozada,PIP,Orocovis
Pedro Rodríguez Ortiz,PNP,Patillas
Ivelize Flores Colón,PNP,Patillas
Wanda Ivelisse Santiago Méndez,PNP,Patillas
Ramón Luis De Jesús Velázquez,PNP,Patillas
Sonia Beatriz Lebrón Santiago,PNP,Patillas
Alexandra De Jesús Rodríguez,PNP,Patillas
William Sánchez Rivera,PNP,Patillas
Luis Jaciel Tirado Vázquez,PNP,Patillas
Elías José Nieves Bernier,PNP,Patillas
Guillermo Calixto Rodríguez,PPD,Patillas
María E. Rivas Rivera,PPD,Patillas
Luis Omar Camacho Rodríguez,PPD,Patillas
Francymar Collazo Montes,PPD,Patillas
Aileen Rodríguez Vega,PPD,Patillas
Emanuel Rivera Nieves,PPD,Patillas
Ibis J. Maldonado De León,PPD,Patillas
Nereida Ildefonso Rivera,PPD,Patillas
Iris Lebrón Rivera,PPD,Patillas
Juan I. González Meléndez,PIP,Patillas
Gloria María Ortiz Rosa,PIP,Patillas
Doris Vanessa Gómez Gómez,PIP,Patillas
Edgardo Torres Borges,PIP,Patillas
Juan Carlos González Ramos,PIP,Patillas
Pedro J. Gómez Sánchez,PIP,Patillas
Carmen Luz González Duprey,PIP,Patillas
Marta M. Freytes Díaz,PIP,Patillas
José Luis Westerband López,PIP,Patillas
Darwin Morales Velázquez,PNP,Peñuelas
Andrés Ausúa Pagán,PNP,Peñuelas
Melvin Martínez Alicea,PNP,Peñuelas
John Morales Quirindongo,PNP,Peñuelas
Wilda N. Quirós Franceschi,PNP,Peñuelas
Jeffrey Santos Echeverría,PNP,Peñuelas
Melvin Cruz Medina,PNP,Peñuelas
Mintia I. Torres Galarza,PNP,Peñuelas
Hiram Rosario Morales,PNP,Peñuelas
Yoreilie Velázquez Ferrer,PNP,Peñuelas
Luisa E. Quirós Castro,PNP,Peñuelas
Tanya Marie DeJesús,PPD,Peñuelas
Bienvenido Ramos Ramos,PPD,Peñuelas
Yarelis Caquias Lugo,PPD,Peñuelas
Israel Torres Ocasio,PPD,Peñuelas
Nelmalys Torres Quirindongo,PPD,Peñuelas
Pedro Díaz Santiago,PPD,Peñuelas
Luis Antonio Ocasio Cordero,PPD,Peñuelas
José A. Santos Rodríguez,PPD,Peñuelas
José H. Arroyo Torres,PPD,Peñuelas
Israel Rivera Santos,PPD,Peñuelas
Edgardo Luis Vega Rodríguez,PPD,Peñuelas
Ariel Alejandro Echevarría Martínez,PIP,Peñuelas
Elvin Joel Estrada García,PIP,Peñuelas
Nilda I. Hernández Rivera,PIP,Peñuelas
Abimaleck Feliciano Santos,PIP,Peñuelas
Bethsaida Bosa Matos,PIP,Peñuelas
Luis Gabriel Morales Mejías,PIP,Peñuelas
José Manuel Díaz Pérez,PIP,Peñuelas
Brenda M. Novoa García,PIP,Peñuelas
Hilda Mercedes González Colón,PIP,Peñuelas
Juan Jesús Nieves Borrero,PIP,Peñuelas
José L. Touzet Santiago,PIP,Peñuelas
Angelis Arroyo González,PD,Peñuelas
Adriana Arroyo González,PD,Peñuelas
Ángel Luis Arroyo Alvarado,PD,Peñuelas
Dennis Vélez Barlucea,PNP,Ponce
Guillermo (Guillo) Figueroa,PNP,Ponce
Juan Ramón Sánchez Soldevila,PNP,Ponce
Santos Soel González García,PNP,Ponce
Mara Ivelisse Vázquez Plata,PNP,Ponce
Fernándo González Cámara,PNP,Ponce
Eric A. Vega Reyes,PNP,Ponce
Astrid Michelle Ruiz Vázquez,PNP,Ponce
Roberto Pérez Nieves,PNP,Ponce
Madeline Piazza Rodríguez,PNP,Ponce
Wanda Esther Muñoz Valle,PNP,Ponce
Rebeca María Torres Cortés,PNP,Ponce
Wanda Ivelisse Meléndez Crespo,PNP,Ponce
Milton Rivera Muñiz,PPD,Ponce
María Cristina Martínez Torres,PPD,Ponce
Antonio Barnes Santos,PPD,Ponce
Luis Alberto Casiano Colón,PPD,Ponce
Juan José Vélez Cruz,PPD,Ponce
Edwin Vega García,PPD,Ponce
Miguel A. Deya Acosta,PPD,Ponce
Jorge Miranda Rivera,PPD,Ponce
Víctor M. Cuadrado Toste,PPD,Ponce
Luis E. Rivera Vélez,PPD,Ponce
Julio César Silvagnoli Collazo,PPD,Ponce
Carlos Alberto Santaliz Porrata,PPD,Ponce
Milton G. Acosta Luciano,PPD,Ponce
Jaime Yordán Frau,MVC,Ponce
Ivonne Laborde Negrón,MVC,Ponce
José Abraham González Morales,MVC,Ponce
Margarita María Valledujly Vincenty,MVC,Ponce
Rebecca De Jesús Lagares,MVC,Ponce
Reinaldo Emmanuel González Blanco,MVC,Ponce
Helga Rodríguez,MVC,Ponce
José Manuel Hernández Cotto,MVC,Ponce
Reinaldo Colón Vega,MVC,Ponce
Heydar Barzgari Amill,MVC,Ponce
José R. Escabí Pérez,PIP,Ponce
Geralberto Archeval Nieves,PIP,Ponce
Axel Bonilla Rodríguez,PIP,Ponce
Rita Denise Vélez Carrera,PIP,Ponce
Edmarie Hernández Vázquez,PIP,Ponce
José A. Rivera Dibo,PIP,Ponce
Emilio Meléndez Rivera,PIP,Ponce
Jimmy Santiago Batiz,PIP,Ponce
Denise G. Vázquez Rodríguez,PIP,Ponce
Franklin Eddie Viruet Calaf,PIP,Ponce
Carmen María Morales Colón,PIP,Ponce
Yari Mercado Santiago,PIP,Ponce
Socorro Bonilla Ortiz,PIP,Ponce
Carlos Francisco Figueroa Laracuente,PD,Ponce
Karina Chantal Couto Feliciano,PD,Ponce
José Enrique Ocasio Janeiro,PD,Ponce
Luis E. Salinas Arroyo,PD,Ponce
Irma Gotay Irizarry,PD,Ponce
Madeline Bonet Echevarría,PD,Ponce
Nilsa Santiago Nieves,PD,Ponce
Pedro Lugo Torres,PD,Ponce
Joaquín Alberto Santiago Amy,PD,Ponce
Jessica Marie López Maldonado,PD,Ponce
Natalia Toledo Torres,PD,Ponce
Elissamar Lugo Gotay,PD,Ponce
Elias Nieves,PNP,Quebradillas
Sandra Feliciano Nieves,PNP,Quebradillas
Noelia Medina Tosado,PNP,Quebradillas
Haydee Lasalle López,PNP,Quebradillas
Javier Oscar Tomás Saavedra,PNP,Quebradillas
Luis Alfredo Butler Marrero,PNP,Quebradillas
Félix Muñiz Vega,PNP,Quebradillas
Ángel Román Rodríguez,PNP,Quebradillas
Roberto Javier Vázquez Soto,PNP,Quebradillas
Waldy Arbelo Esteves,PNP,Quebradillas
Bethzaida Avilés Vera,PNP,Quebradillas
Sergio Nieves Valle,PPD,Quebradillas
Luz Molinari García,PPD,Quebradillas
Héctor Luis Rojas Cuevas,PPD,Quebradillas
Migdalia Mercado Sánchez,PPD,Quebradillas
María E. Mercado Tañón,PPD,Quebradillas
Víctor Pérez Cabrera,PPD,Quebradillas
Alejandro Vera Cruz,PPD,Quebradillas
Tomás Butler Feliciano,PPD,Quebradillas
José A. Hernández Acevedo,PPD,Quebradillas
Mirta Enid Nieves Feliciano,PPD,Quebradillas
Juan (Chacho) Muñiz,PPD,Quebradillas
Ramón José Amador Vélez,MVC,Quebradillas
Melanie Ramos García,MVC,Quebradillas
Anthony Morales Lorenzo,MVC,Quebradillas
Lenier Shamil Román González,MVC,Quebradillas
Miguel D. Sarriera Román,MVC,Quebradillas
Juan Anthony Guzmán Martínez,MVC,Quebradillas
Raúl Antonio Rosado Román,MVC,Quebradillas
Javier García Mejías,MVC,Quebradillas
Cecilio Pérez González,MVC,Quebradillas
Pablo Américo Boschetti Merced,MVC,Quebradillas
Eric (Pito) Carire,MVC,Quebradillas
Carlos R. García Ramírez,PIP,Quebradillas
José Feliciano Acevedo,PIP,Quebradillas
Haydie Joahn Laboy,PIP,Quebradillas
Víctor E. Laboy Jiménez,PIP,Quebradillas
Héctor Vélez De Jesús,PIP,Quebradillas
Jorge Luis Vélez Albino,PIP,Quebradillas
Reinaldo Ávila Barreto,PIP,Quebradillas
Ángel D. Castillo Castillo,PIP,Quebradillas
Rafael Ángel Méndez Estremera,PIP,Quebradillas
Haydée Jiménez Hernández,PIP,Quebradillas
Víctor M. Laboy Moctezuma,PIP,Quebradillas
Naila Luet González Torres,PD,Quebradillas
Loyda Inés Rivera Febres,PD,Quebradillas
Gladys Martínez Lugo,PNP,Rincón
Yavier González Caro,PNP,Rincón
Roberto Feliciano Lorenzo,PNP,Rincón
Luis Alberto Mejías Ruiz,PNP,Rincón
Norma Santiago Domenech,PNP,Rincón
Carlos (Pirulo) Ramos Martínez,PNP,Rincón
José (Kike) Nieves Rodríguez,PNP,Rincón
Luciano Luis Cáceres Rivera,PNP,Rincón
Alexandra Valentín González,PNP,Rincón
Carlos R. López Soto,PPD,Rincón
María E. Vargas Vargas,PPD,Rincón
Nelson Rivera Ruiz,PPD,Rincón
Héctor R. Caro Noriega,PPD,Rincón
Raúl Feliciano Muñoz,PPD,Rincón
Enid Rivera Tubens,PPD,Rincón
Milagros Vargas Altieri,PPD,Rincón
Elba Collazo Tirado,PPD,Rincón
Elvin David Candelaria Valentín,PPD,Rincón
Gregorio Ruiz Moreno,MVC,Rincón
Bethzaida Bonet Tirado,PIP,Rincón
Lucero Del Mar Silva Bonet,PIP,Rincón
Rafael José Baucage Espinosa,PIP,Rincón
Omar Bonet Tirado,PIP,Rincón
Rogelio Bonet Aybar,PIP,Rincón
Ana Hilda Tirado Rivera,PIP,Rincón
Doel Bonet Tirado,PIP,Rincón
Juan Mari Rafols,PIP,Rincón
Sonia Caro Rivera,PD,Rincón
Edwin González,PNP,Río Grande
Nahely Ann Rivera Rojas,PNP,Río Grande
Denise Christina Torres,PNP,Río Grande
Ricardo J. Soegaard González,PNP,Río Grande
Tomás L. Rivera Caraballo,PNP,Río Grande
Brunilda Guzmán Parrilla,PNP,Río Grande
Maribel Delgado Delgado,PNP,Río Grande
Miguel Torres Matos,PNP,Río Grande
Franshuas Mirel Belén Peñaloza,PNP,Río Grande
Omaris Olguelly Figueroa Rivera,PNP,Río Grande
Alexánder Nieves Fred,PNP,Río Grande
Héctor Rosario Correa,PNP,Río Grande
Rafael Adiel Figueroa Rivera,PNP,Río Grande
Lydia A. Cordero García,PPD,Río Grande
Mayra T. Padró Ortiz,PPD,Río Grande
Pedro José Rodríguez Núñez,PPD,Río Grande
Gumersindo Roldán Dones,PPD,Río Grande
Zoraida Sanjurjo Pimentel,PPD,Río Grande
Mirian Flores Betancourt,PPD,Río Grande
Rebeca Clemente Sabalier,PPD,Río Grande
Noemí Caraballo López,PPD,Río Grande
Norma I. Robles Figueroa,PPD,Río Grande
Héctor Luis Martínez,PPD,Río Grande
Elia Parrilla González,PPD,Río Grande
Pedro Díaz López,PPD,Río Grande
Axel Fresse Álvarez,PPD,Río Grande
Luis Ramón Calderón Olivero,MVC,Río Grande
Pedro E. Cruz González,MVC,Río Grande
Ramón L. López Parrilla,MVC,Río Grande
Juan Jesús Soto De Jesús,MVC,Río Grande
Rosalisse Torres Sánchez,MVC,Río Grande
Marisol Torres Torres,MVC,Río Grande
Jan Alberto De Jesús Rivera,MVC,Río Grande
Julia Esther Pizarro,MVC,Río Grande
José A. Alegría Morales,MVC,Río Grande
Jessica Liz Ayala Larracuenta,MVC,Río Grande
Iván Rosario Villafañe,PIP,Río Grande
Gaddier García García,PIP,Río Grande
Fernando Rafael Fortuño Colón,PIP,Río Grande
Antonio Robles González,PIP,Río Grande
Gilberto Quiñones Rodríguez,PIP,Río Grande
Raquel Rodríguez Pérez,PIP,Río Grande
Leticia Rivera López,PIP,Río Grande
Emily Marie Walker Rodríguez,PIP,Río Grande
Gloria Enid Ramírez Escobar,PIP,Río Grande
Juan Manuel Ocasio García,PIP,Río Grande
Ana Soraya Collazo González,PIP,Río Grande
Nydia I. Ramírez Escobar,PIP,Río Grande
Amarilys Quiñones Márquez,PIP,Río Grande
Tamara M. Rivera López,PD,Río Grande
José Luis Vázquez Latorre,PD,Río Grande
Kristopher Jesús Rosa Rodríguez,PD,Río Grande
Olga Álvarez González,PD,Río Grande
Iván David Ríos Laborde,PD,Río Grande
Ángeles M. Ramos Meléndez,PD,Río Grande
Milton D. López Aponte,PNP,Sabana Grande
Edilis Cruz Ayala,PNP,Sabana Grande
Luis Armando Román Ortiz,PNP,Sabana Grande
Alberto (El Bombero) Alicea Álvarez,PNP,Sabana Grande
Nitza Ivette Mercado Miranda,PNP,Sabana Grande
Olga Albino Castro,PNP,Sabana Grande
Milton Vega Montalvo,PNP,Sabana Grande
Janice García Rivera,PNP,Sabana Grande
Kenneth Gelabert Fernández,PNP,Sabana Grande
Mario Berrocalés Cordero,PNP,Sabana Grande
Aníbal Rodríguez Medina,PNP,Sabana Grande
Luis A. Vega Nazario,PPD,Sabana Grande
Verónica Martínez López,PPD,Sabana Grande
María Acevedo Feliciano,PPD,Sabana Grande
Wilfrido Bonilla Ruiz,PPD,Sabana Grande
Alexis J. Muñoz Lugo,PPD,Sabana Grande
Ana Rosado Ortiz,PPD,Sabana Grande
Norberto Cruz Linares,PPD,Sabana Grande
Alba Leslie Merejo Laracuente,PPD,Sabana Grande
Viviana Collazo Vega,PPD,Sabana Grande
Luis Caraballo Montalvo,PPD,Sabana Grande
Elizabeth Sinigaglia Madera,PPD,Sabana Grande
César Atresino Martínez,PIP,Sabana Grande
Julio Bahamundi Caraballo,PIP,Sabana Grande
Norma L. Vélez Loubriel,PIP,Sabana Grande
Luz M. Montalvo Vega,PIP,Sabana Grande
José O. Villarini Pérez,PIP,Sabana Grande
David Santana Vidro,PIP,Sabana Grande
Carl Torres Vega,PIP,Sabana Grande
Juan A. Rodríguez Rodríguez,PIP,Sabana Grande
Tayrome Manuel Cruz Hernández,PIP,Sabana Grande
Lizzette Morales Murillo,PIP,Sabana Grande
Sonia María Galindo Ferreira,PIP,Sabana Grande
Rómulo Burgos Jr. Ortiz,PNP,Salinas
Maribel Baerga Colón,PNP,Salinas
Edraul Colón,PNP,Salinas
Rafael León Vázquez,PNP,Salinas
Luis Daniel Torres Ortiz,PNP,Salinas
Alexis José López Febus,PNP,Salinas
Mabel Maldonado Torres,PNP,Salinas
Oscar Martínez Colón,PNP,Salinas
Diana Denisse Lebrón Velázquez,PNP,Salinas
Adarissa Colón Rivera,PNP,Salinas
Visconisleli Marín,PNP,Salinas
Edgar Antonio González Moreno,PPD,Salinas
Elvin E. Negrón Rodríguez,PPD,Salinas
Mildred Correa Padilla,PPD,Salinas
Lisandra Alvarado López,PPD,Salinas
María Esther Torres Núñez,PPD,Salinas
Fremiot Santos Rosado,PPD,Salinas
Juan G. Colón Rivera,PPD,Salinas
Jorge Luis Ortiz García,PPD,Salinas
Carlos Colón Beltrán,PPD,Salinas
Antonio (Ansé) Santiago Morales,PPD,Salinas
Nora Melcie Pérez Alvarado,PPD,Salinas
Pedro Javier Lugo Lebrón,MVC,Salinas
Brandon Lee Torres Reyes,MVC,Salinas
Aníbal Márquez Santiago,MVC,Salinas
Joel Ramos Rodríguez,MVC,Salinas
Zinnia Vélez Figueroa,MVC,Salinas
Jorge Marie Rodríguez Ríos,MVC,Salinas
Emanuel Lebrón Pérez,MVC,Salinas
Tomasa De Jesús Giraud,MVC,Salinas
Daniel Enrique Rivera Williams,MVC,Salinas
Yadira Vélez Figueroa,PIP,Salinas
Emilio Nieves Torres,PIP,Salinas
Manuel Ortiz Guzmán,PIP,Salinas
José Juan Cora Collazo,PIP,Salinas
Danny Roche Cartagena,PIP,Salinas
Alexandra Aristud Alvarado,PIP,Salinas
Abdiel Colón Maldonado,PIP,Salinas
Yamimette Rodríguez Sierra,PIP,Salinas
Egda Iris Cruz Cardona,PIP,Salinas
Nancy Alvarado Antonetty,PIP,Salinas
María Del C. Guzmán Rodríguez,PIP,Salinas
Daniel Romero Cruz,PD,Salinas
José M. Vázquez Burgos,PD,Salinas
Miguel A. Soliván Torres,PD,Salinas
Mirna Idalia Ramírez Cruz,PD,Salinas
Antonio Rosado Suárez,PD,Salinas
José Augusto Rivera Cádiz,PD,Salinas
Jenny I. Cintrón Aponte,PD,Salinas
Emmanuel Medina Vázquez,PD,Salinas
Emmanuel Zambrana Santiago,PD,Salinas
Ada R. Miranda Alvarado,INDT,Salinas
William Sánchez Cortina,PNP,San Germán
Adalberto Villa Flores,PNP,San Germán
Madelyn Cruz García,PNP,San Germán
Evelyn Rodríguez Delgado,PNP,San Germán
Sinia E. Saavedra Morales,PNP,San Germán
Jorge Alexis Cintrón Santana,PNP,San Germán
Abniel Odil Rodríguez Rodríguez,PNP,San Germán
Zoe Vega Rodríguez,PNP,San Germán
Asela Ferrer Lugo,PNP,San Germán
Ramón (Bachito) Pagán Santiago,PNP,San Germán
Genesis Yamillette Lugo Toro,PNP,San Germán
Carlos Santana Lugo,PPD,San Germán
Nitzra Ramírez Iglesias,PPD,San Germán
Clarissa Torres Matos,PPD,San Germán
Freddie Vargas Martínez,PPD,San Germán
Zuleika Marie Ayala Jusino,PPD,San Germán
Sandra Ivelisse Ortiz Sánchez,PPD,San Germán
Sugery Annette Sanabria Montalvo,PPD,San Germán
Ángel R. Jiménez Padilla,PPD,San Germán
Shirley Vélez Bobe,PPD,San Germán
Fernando Pastor Santana,PPD,San Germán
Aida I. García Báez,PPD,San Germán
Cristina Elena Rodríguez De Santiago,MVC,San Germán
Carlos Javier Pagán Jusino,MVC,San Germán
Jesús (Chufto) Negrón Alicea,MVC,San Germán
Marangelly Rivera Ortiz,MVC,San Germán
Gilberto Andrés García Tacoronte,MVC,San Germán
Xaymara González Acosta,MVC,San Germán
Liliana Ananka Bonet Sepúlveda,MVC,San Germán
Carmen González Acosta,MVC,San Germán
Rayna Eunice Ramírez Vázquez,MVC,San Germán
Yisaak Jesús Acosta Hernández,MVC,San Germán
Frances Magaly Misla Malavé,MVC,San Germán
María Cristina García Rodríguez,PIP,San Germán
Edwin Jesús Suárez Vázquez,PIP,San Germán
Juan E. Hernández Cruz,PIP,San Germán
Claribel Vélez Quiles,PIP,San Germán
Jonathan Marrero Landrò,PIP,San Germán
Esaú Ríos,PIP,San Germán
Joel David Sánchez Rodríguez,PIP,San Germán
Ángel Avid Irizarry Vélez,PIP,San Germán
Josué Bandas Cruz,PIP,San Germán
Yahayra Enid Sánchez Rodríguez,PIP,San Germán
Miguel A. Olivera Llantín,PIP,San Germán
Rosa Vélez Cintrón,PD,San Germán
José Javier Avilés Ayala,PD,San Germán
Heriberto Martínez Padilla,PD,San Germán
Kyara Nadal Vega,PD,San Germán
Rubén Cordero Alemáy,PD,San Germán
Sigfredo Villarín Gutiérrez,PD,San Germán
Richard Rodríguez Jr.,PD,San Germán
Walter Herbert Santiago Rivera,PD,San Germán
Dharmary Quiles Rivera,PD,San Germán
Gloria I. Escudero Morales,PNP,San Juan
Ángela (Meyer) Maurano Debén,PNP,San Juan
Camille Andrea García Villafañe,PNP,San Juan
Diego G. García Cruz,PNP,San Juan
Victor Samuel Berríos Sierra,PNP,San Juan
Carlos Ramón Acevedo Acevedo,PNP,San Juan
Ada Clemente González,PNP,San Juan
Alba Iris Rivera Ramírez,PNP,San Juan
Carmen Socorro Torres Rodríguez,PNP,San Juan
Gioriend Leean González Núñez,PNP,San Juan
Nitza Suárez Rodríguez,PNP,San Juan
Luis A. Crespo Figueroa,PNP,San Juan
Alberto J. Giménez Cruz,PNP,San Juan
Milton Maury,PNP,San Juan
Ingrid C. Colberg Rodríguez,PPD,San Juan
José (Pepe) Ortiz,PPD,San Juan
Claribel Martínez Marmolejos,PPD,San Juan
José (Pepe) Varela,PPD,San Juan
Belmarie Ortiz Ortiz,PPD,San Juan
Ana C. Rius,PPD,San Juan
Angélica Marie Colón Alejandro,PPD,San Juan
Orlando Franco Vargas,PPD,San Juan
Isabel Rocío Díaz,PPD,San Juan
Lydia Rivera,PPD,San Juan
Ernel Ramón González Álvarez,PPD,San Juan
Arivel Figueroa Acevedo,PPD,San Juan
José Luis Maldonado Rodríguez,PPD,San Juan
Emilio Martínez,PPD,San Juan
Norma Devarie Díaz,MVC,San Juan
Daisy Sánchez Collazo,MVC,San Juan
